skills;skills_ai_det;skills_hasai_det;desc_tier_llm;desc_conf_llm;ai_confidence;desc_ai_llm;is_real_ai;hardskills;softskills;edu_level_det;edulevel_llm;experience_min_llm;ai_det_llm_match;desc_hard_det;desc_soft_det;desc_hard_llm;desc_soft_llm;id;job_title;location;company_id;company;age_in_days;pay_currency;pay_period;salary_min;salary_mid;salary_max;rating;discover_date;job_types;remote_work_types;city;state;country;latitude;longitude;ceo;headquarters;industry;sector;revenue;size;type;year_founded;region;job_family;sector_nace;cluster_architecture__methods;cluster_bi__analytics;cluster_backend_development;cluster_certifications;cluster_cloud_computing;cluster_data_analysis__stats;cluster_data_engineering;cluster_data_science__ml;cluster_databases__storage;cluster_devops__containers;cluster_dynamic__web;cluster_enterprise__managed;cluster_enterprise_platforms;cluster_frontend_development;cluster_generative_ai;cluster_legacy__mainframe;cluster_mobile__desktop;cluster_networking;cluster_os__embedded;cluster_scripting__shell;cluster_security__identity;cluster_systems_programming;cluster_testing_qa__debugging;cluster_tools__editors;skill_cluster;website
CI/CD, TestNG, Azure, JUnit, DevOps, Mobile applications, LoadRunner, Selenium, Git, Performance testing, SQL, AWS, Analysis skills, Continuous integration, Scrum, APIs, Software testing, Agile, Test cases, Jenkins, GitLab, Communication skills, SDLC;;0;none;0.88;0.88;;0;agile, api, api testing, appium, aws, azure, azure devops, ci/cd, continuous integration, cypress, devops, git, gitlab, jenkins, jmeter, junit, manual testing, performance testing, playwright, postman, qa, scrum, selenium, sql, test cases, test planning, testng;analytical skills, attention to detail, collaboration, communication, flexibility, innovation, problem solving;bachelor;Bachelor's;3;1;agile, api, api testing, appium, aws, azure, azure devops, ci/cd, continuous integration, cypress, devops, git, gitlab, jenkins, jmeter, junit, manual testing, performance testing, playwright, postman, qa, scrum, selenium, sql, test cases, test planning, testng;analytical skills, attention to detail, collaboration, communication, flexibility, innovation, problem solving;;;6933;QA Engineer (Manual / Automation);India;;Artcode Private Limited;24;INR;ANNUAL;279727.0;778793.0;1277859.0;;2025-09-23T00:00:00;Full-time;;;;India;20.0;77.0;;;;;;;;;Unknown;QA & Testing;Unknown;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;
Jira, CI/CD, Azure, Test automation, Selenium, Git, SOAP, SQL, AWS, Analysis skills, Quality assurance, Continuous integration, REST, GitHub, APIs, Software testing, Agile, SaaS, Jenkins, Communication skills;;0;none;0.9;0.9;;0;agile, api, aws, azure, ci/cd, continuous integration, cypress, devops, git, github, github actions, jenkins, jira, jmeter, load testing, locust, manual testing, playwright, postman, qa, reporting, rest, scrum, selenium, soap, sql, test automation, test cases, test planning, ui;attention to detail, collaboration, communication, flexibility, proactive, problem solving, reliability;;-;4;1;agile, api, aws, azure, ci/cd, continuous integration, cypress, devops, git, github, github actions, jenkins, jira, jmeter, load testing, locust, manual testing, playwright, postman, qa, reporting, rest, scrum, selenium, soap, sql, test automation, test cases, test planning, ui;attention to detail, collaboration, communication, flexibility, proactive, problem solving, reliability;;;6934;Quality Engineer (Automation + Manual);Pune;6194277.0;Get Covered LLC;60;INR;ANNUAL;480000.0;619677.0;800000.0;3.2;2025-10-18T00:00:00;Full-time;WORK_FROM_HOME;Pune;Maharashtra;India;18.50419;73.85309;Brandon Tobman;New York, United States;Computer Hardware Development;Information Technology;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;2017.0;Unknown;QA & Testing;J;1;1;1;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;
CI/CD, PCI, Cucumber, C#, LoadRunner, Test automation, Selenium, SOX, Performance testing, .NET, Java, SQL, Quality assurance, Continuous integration, REST, APIs, Test cases, AI, Banking, Python;ai;1;ai_integration;0.78;0.78;AI-powered testing, test case generation, test data generation, ChatGPT, Copilot, AI testing tools, Sentiment analytics;0;api, api testing, bdd, c#, chatgpt, ci/cd, continuous integration, cucumber, cypress, dotnet, gdpr, java, jmeter, manual testing, pci dss, performance testing, playwright, postman, python, qa, rest, security testing, selenium, sql, test automation, test cases;innovation;;-;5;1;api, api testing, bdd, c#, chatgpt, ci/cd, continuous integration, cucumber, cypress, dotnet, gdpr, java, jmeter, manual testing, pci dss, performance testing, playwright, postman, python, qa, rest, security testing, selenium, sql, test automation, test cases;innovation;;;6935;Senior QA Engineer - AI-powered test automation;Chennai;1022266.0;Orange Mantra;17;INR;ANNUAL;300000.0;309839.0;320000.0;3.6;2025-09-30T00:00:00;Full-time;;Chennai;Tamil Nadu;India;13.05033;80.18859;Vinit Choudhary;Gurgaon, India;Information Technology Support Services;Information Technology;Unknown / Non-Applicable;201 to 500 Employees;Company - Private;2001.0;Unknown;QA & Testing;J;1;0;1;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;1;0;1;0;;
Microsoft Windows Server, Data center experience, Operating systems, Git, Windows, Performance testing, OS Kernels, Computer networking, Software development, GitHub, VMWare, Linux, Leadership, Communication skills, Python;;0;none;0.9;0.9;;0;agile, debugging, git, github, linux, networking, performance testing, python, routing, software engineering, switching, vmware, windows, windows server;attention to detail, collaboration, communication, innovation, interpersonal skills, leadership, passion, problem solving, troubleshooting;bachelor;Bachelor's;5;1;agile, debugging, git, github, linux, networking, performance testing, python, routing, software engineering, switching, vmware, windows, windows server;attention to detail, collaboration, communication, innovation, interpersonal skills, leadership, passion, problem solving, troubleshooting;;;6936;System Test & Automation Engineer;Bengaluru;15.0;Advanced Micro Devices, Inc;87;INR;ANNUAL;995000.0;997497.0;1000000.0;4.0;2025-09-23T00:00:00;;;Bengaluru;Karnataka;India;12.96697;77.58728;Dr. Lisa Su;Santa Clara, United States;Computer Hardware Development;Information Technology;$10+ billion (USD);10000+ Employees;Company - Public;1969.0;Unknown;Software Engineer;J;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;1;0;;
Jira, Azure, C#, Test automation, Selenium, Performance testing, .NET, Java, Microservices, SQL, Project management, Quality assurance, APIs, Software testing, Agile, Integration testing, Unit testing, Python, SDLC;;0;none;0.87;0.87;;0;agile, api, appium, azure, c#, data analysis, dotnet, functional testing, integration testing, java, jira, manual testing, microservices, performance testing, postman, python, qa, regression testing, robot framework, selenium, software engineering, sql, test automation, test cases, unit testing;interpersonal skills, project management, root cause analysis, troubleshooting;bachelor;Bachelor's;2;1;agile, api, appium, azure, c#, data analysis, dotnet, functional testing, integration testing, java, jira, manual testing, microservices, performance testing, postman, python, qa, regression testing, robot framework, selenium, software engineering, sql, test automation, test cases, unit testing;interpersonal skills, project management, root cause analysis, troubleshooting;;;6937;Test Engineer;Bengaluru;1391641.0;CBC;37;INR;ANNUAL;300000.0;400000.0;500000.0;3.7;2025-10-11T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;;London, United Kingdom;Business consulting;Management and consulting;Unknown / Non-Applicable;Unknown;Unknown;;Unknown;QA & Testing;M;1;1;1;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;;
Test automation, Selenium, E-commerce;;0;none;0.85;0.85;;0;http, selenium, test automation;;;-;5;1;http, selenium, test automation;;;;6938;senior Test Automation Engineer (selenium);Chennai;819092.0;Novature Tech;329;INR;;;;;2.5;2025-09-23T00:00:00;;;Chennai;Tamil Nadu;India;13.05033;80.18859;Jaleel Abuthahir & Abdul Rahuman Mohammed Ismail;Chennai, India;Information Technology Support Services;Information Technology;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;2012.0;Unknown;QA & Testing;J;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;;
TestNG, JUnit, Test automation, NoSQL, Selenium, J2EE, Performance testing, Java, AWS, REST, APIs, Web services, Jenkins;;0;none;0.88;0.88;;0;activemq, api, aws, java, java ee, jenkins, jmeter, junit, nosql, performance testing, rabbitmq, rest, selenium, sonarqube, test automation, testng, web services;;;-;3;1;activemq, api, aws, java, java ee, jenkins, jmeter, junit, nosql, performance testing, rabbitmq, rest, selenium, sonarqube, test automation, testng, web services;;;;6939;Test Automation Engineer;Chennai;5103040.0;Arka Insurance Broking;329;INR;ANNUAL;420000.0;542218.0;700000.0;4.1;2025-09-23T00:00:00;;;Chennai;Tamil Nadu;India;13.05033;80.18859;;Chennai, India;;;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;;Unknown;QA & Testing;Unknown;0;0;1;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;;
;;0;none;0.7;0.7;;0;;;bachelor;Bachelor's;3;1;;;;;6940;Test Engineer - For Test;Hyderābād;6854018.0;CloudScaleQA;328;INR;ANNUAL;130000.0;301662.0;700000.0;3.7;2025-09-23T00:00:00;Full-time;;Hyderābād;Telangana;India;17.41141;78.48478;;Hyderābād, India;;;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;;Unknown;QA & Testing;Unknown;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
CI/CD, TestNG, Azure, JUnit, Selenium, Git, Java, SQL, JavaScript, Continuous integration, Scrum, Software development, APIs, Software testing, Agile, Jenkins, GitLab, Communication skills, Python, SDLC;;0;none;0.88;0.88;;0;agile, api, api testing, azure, azure devops, bitbucket, ci/cd, continuous integration, cypress, git, gitlab, gitlab ci, java, javascript, jenkins, jira, junit, playwright, postman, python, qa, reporting, scrum, selenium, software engineering, sql, test cases, test planning, testng, version control;attention to detail, communication, passion, problem solving;bachelor;-;2;1;agile, api, api testing, azure, azure devops, bitbucket, ci/cd, continuous integration, cypress, git, gitlab, gitlab ci, java, javascript, jenkins, jira, junit, playwright, postman, python, qa, reporting, scrum, selenium, software engineering, sql, test cases, test planning, testng, version control;attention to detail, communication, passion, problem solving;;;6941;QA Automation Engineer;Hyderābād;;ClientServer Technology Solutions LLC;3;INR;ANNUAL;300000.0;350000.0;400000.0;;2025-10-15T00:00:00;Full-time;;Hyderābād;Telangana;India;17.41141;78.48478;;;;;;;;;Unknown;QA & Testing;Unknown;1;1;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;;
CI/CD, Kubernetes, SAP, Test automation, Selenium, Git, Test-driven development, Analysis skills, Docker, JavaScript, Continuous integration, GitHub, APIs, Agile, Jenkins, TypeScript, Python, Debugging;;0;none;0.78;0.78;SAP FSM, performance monitoring;0;agile, api, api testing, ci/cd, continuous integration, cypress, debugging, docker, functional testing, git, github, grafana, javascript, jenkins, kubernetes, postman, python, qa, security testing, selenium, tdd, test automation, test strategy, typescript;analytical skills;;-;4;1;agile, api, api testing, ci/cd, continuous integration, cypress, debugging, docker, functional testing, git, github, grafana, javascript, jenkins, kubernetes, postman, python, qa, security testing, selenium, tdd, test automation, test strategy, typescript;analytical skills;;;6942;Quality Engineer;Remote;658744.0;Pontoon Global Solutions;5;INR;ANNUAL;400000.0;650000.0;900000.0;3.7;2025-10-13T00:00:00;Full-time;WORK_FROM_HOME;;;India;20.0;77.0;Valérie Beaulieu;Jacksonville, United States;HR Consulting;Human resources and staffing;$10+ billion (USD);1001 to 5000 Employees;Subsidiary or Business Segment;2012.0;Unknown;QA & Testing;N;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;;
TensorFlow, CI/CD, TestNG, Azure, JUnit, Kubernetes, Data structures, C#, Test automation, Selenium, Git, Research, Performance testing, .NET, Java, SQL, OOP, AWS, Quality assurance, Docker, Sentiment analytics, Machine learning, JavaScript, Continuous integration, REST, Scrum, GitHub, APIs, Agile, Root cause analysis, AI, gRPC, Jenkins, TypeScript, GitLab, Communication skills, Python;ai, machine learning, tensorflow;1;applied_ai;0.93;0.93;Artificial Intelligence, Machine Learning, AI/ML concepts, LLM/AI testing, Large Language Models (LLMs), scikit-learn, TensorFlow, Keras, PyTorch, sentiment analysis, defect triage, test prioritization, bias detection, fairness, robustness, prompt engineering, AI/ML for test data management;1;agile, api, api testing, aws, azure, azure devops, c#, ci/cd, continuous integration, cypress, data management, docker, dotnet, gatling, gcp, git, github, github actions, gitlab, gitlab ci, grpc, java, javascript, jenkins, jmeter, junit, keras, kubernetes, llm, machine learning, object-oriented design, oop, performance testing, playwright, postman, prompt engineering, pytest, python, pytorch, qa, reporting, rest, scikit-learn, scrum, selenium, solid, sql, tensorflow, test automation, test cases, testng, typescript, ux, version control;collaboration, communication, flexibility, innovation, interpersonal skills, passion, prioritization, problem solving, root cause analysis;bachelor;Bachelor's;5;1;agile, api, api testing, aws, azure, azure devops, c#, ci/cd, continuous integration, cypress, data management, docker, dotnet, gatling, gcp, git, github, github actions, gitlab, gitlab ci, grpc, java, javascript, jenkins, jmeter, junit, keras, kubernetes, llm, machine learning, object-oriented design, oop, performance testing, playwright, postman, prompt engineering, pytest, python, pytorch, qa, reporting, rest, scikit-learn, scrum, selenium, solid, sql, tensorflow, test automation, test cases, testng, typescript, ux, version control;collaboration, communication, flexibility, innovation, interpersonal skills, passion, prioritization, problem solving, root cause analysis;;;6943;Senior AI-Driven Automation Test Engineer;Bengaluru;231533.0;Qualitest;91;INR;ANNUAL;482000.0;652015.0;882000.0;3.5;2025-10-18T00:00:00;;;Bengaluru;Karnataka;India;12.96697;77.58728;Andrew Duncan;London, United Kingdom;Information Technology Support Services;Information Technology;$500 million to $1 billion (USD);5001 to 10000 Employees;Company - Private;1997.0;Unknown;QA & Testing;J;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;;
Elasticsearch, Azure, Web development, .NET Core, Visual Studio, C#, Microsoft SQL Server, Git, MongoDB, .NET, SQL, Analysis skills, Database management, Redis, REST, Angular, APIs, Software testing, TypeScript, Communication skills, PowerShell;;0;none;0.95;0.95;;0;angular, api, api testing, az-900, azure, azure functions, backend development, c#, dotnet, elasticsearch, forensics, frontend development, git, mongodb, postman, powershell, redis, rest, safe, sql, sql server, swagger, typescript, version control, visual studio, web development;communication, independent, innovation, problem solving;bachelor;-;0;1;angular, api, api testing, az-900, azure, azure functions, backend development, c#, dotnet, elasticsearch, forensics, frontend development, git, mongodb, postman, powershell, redis, rest, safe, sql, sql server, swagger, typescript, version control, visual studio, web development;communication, independent, innovation, problem solving;;;6944;Associate QA Test Engineer;Bengaluru;25113.0;Eurofins GSC IT DC;1;INR;ANNUAL;675000.0;723274.0;775000.0;3.0;2025-10-17T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Gilles G. Martin;Luxembourg, Luxembourg;Biotech & Pharmaceuticals;Pharmaceutical and biotechnology;$5 to $10 billion (USD);10000+ Employees;Company - Private;1987.0;Unknown;QA & Testing;C;1;0;1;1;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;1;;
CI/CD, Selenium, Performance testing, Java, SQL, Analysis skills, Quality assurance, Continuous integration, Scripting, Ruby, Apache, Communication skills, Python;;0;none;0.9;0.9;;0;apache, ci/cd, continuous integration, java, jmeter, performance testing, python, qa, reporting, ruby, selenium, solid, sql, swift;collaboration, communication, continuous learning, integrity, problem solving, troubleshooting;bachelor;Bachelor's;-;1;apache, ci/cd, continuous integration, java, jmeter, performance testing, python, qa, reporting, ruby, selenium, solid, sql, swift;collaboration, communication, continuous learning, integrity, problem solving, troubleshooting;;;6945;QA Automation Engineer;Edapalli;10563927.0;Tuna Software Solutions;328;INR;ANNUAL;234000.0;404722.0;700000.0;-0.100000001;2025-09-23T00:00:00;;;Edapalli;Kerala;India;10.02155;76.31276;;Kerala Estate, India;;;Unknown / Non-Applicable;51 to 200 Employees;Company - Private;;Unknown;QA & Testing;Unknown;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;;
CI/CD, Azure, Test management tools, SAP, Test automation, Supply chain management, Continuous integration, Scrum, SAP Supply Chain Management, SAP S/4HANA, APIs, Software testing, Agile, Test cases, Jenkins, Communication skills;;0;none;0.9;0.9;;0;agile, api, api testing, azure, azure devops, ci/cd, continuous integration, e2e testing, jenkins, optimization, scrum, test automation, test cases, test management, test planning;collaboration, communication, leadership, root cause analysis, stakeholder management, troubleshooting;;-;4;1;agile, api, api testing, azure, azure devops, ci/cd, continuous integration, e2e testing, jenkins, optimization, scrum, test automation, test cases, test management, test planning;collaboration, communication, leadership, root cause analysis, stakeholder management, troubleshooting;;;6946;IND-Tosca Test Automation Engineer;Chennai;270977.0;NexInfo;9;INR;;;;;4.1;2025-10-08T00:00:00;;;Chennai;Tamil Nadu;India;13.05033;80.18859;Arun Cavale;Santa Ana, United States;Business consulting;Management and consulting;$5 to $25 million (USD);51 to 200 Employees;Company - Private;1999.0;Unknown;QA & Testing;M;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;
